start	end	text
328000	334000	s nesmyslným argumentem, že ohrožují svoji baterii ostatní cestující.
334000	342000	Odsoudili byste invalidy k tomu, že by jejich akční rádius kolem jejich bydliště byl silně omezen.
342000	350000	My, majitelé elektrokol, které svým zákazem také podobně nespravedlivě omezujete
350000	355000	a mnozí z nás po fyzické stránce se těm invalidům již silně blížíme,
355000	363000	tuto nespravedlnost nějak vydýcháme. Ale vozíčkářů by mi bylo fakt upřímně líto.
363000	367000	Přeji vám všem hezký den a děkuji za pozornost.
367000	379000	Děkuji vám za dodržení časového limitu. Dalším vystupujícím prosím, pan Šaur.
379000	388000	Dobrý den. Vážený pane primátore, vážené zastupitelky, vážení zastupitelé.
388000	397000	Dne 24. dubna 2026 jsem prostřednictvím podatelny magistrátu města Zlín předložil
397000	407000	za obyvatele domu č. 861 konkrétní návrh rozšíření parkovacích ploch okolí domu,
407000	415000	ulici Věžové domy. Tento návrh vznikl na základě doporučení města,
415000	424000	aby obyvatelé vytypovali vhodné lokality. Návrh obsahuje konkrétní řešení,
424000	431000	situační nákres a byl zpracován s důrazem na minimalizaci zásahů
431000	441000	do městské zeleně. Současně byl podpořen 22 ze 29 bytových jednotek,
441000	449000	tedy 76 % obyvatel domu. Od podání návrhů uplynulo téměř 2 měsíce
449000	458000	a obyvatelé dosud neobdrželi žádnou informaci o tom, zda byl návrh posouzen,
458000	468000	komu byl předán, zda proběhlo místní šetření nebo jaké jsou další kroky města.
468000	477000	Proto bych se chtěl dnes zeptat, v jakém stavu se tento návrh nachází?
477000	487000	Byl již odborně posouzen? Pokud ano, s jakým výsledkem?
489000	494000	Pokud ne, kdy lze jeho posouzení očekávat?
494000	503000	Domnívám se, že pokud město vyzve občany k předložení konkrétních návrhů
503000	510000	a občané takový návrh zpracují a doloží podporou většiny obyvatel domu,
510000	519000	měli by alespoň obdržet informaci o tom, jak s jejich podmětem bylo naloženo.
520000	523000	Děkuji za odpověď.
529000	534000	Učečil pověd písemně, tak jak to máte zatrhnuté, přihlášte na vystoupení.
535000	541000	Děkuji. A můžete aspoň dnes občanům sdělit konkrétní termín,
542000	545000	dokdy bude náš návrh odborně posouzen?
550000	553000	To vám určitě neřeknu, protože v současné době jsou nějaké zákonné hluty,
553000	556000	které měly být zhruba 30 dnů, ale já vám neřeknu, v jakém je to stavu.
556000	558000	To znamená, já předpokládám, že vám odpověď je ve lhutě,
558000	562000	ale vedle toho je posuzování vůbec těch vašich návrhů.
562000	565000	To znamená, já vám neřeknu, jestli to bude trvat ještě 30 dnů,
565000	568000	nebo to bude trvat 2 měsíce, nebo jak dlouho to bude,
568000	571000	protože nevím, v jakém je to stavu celé otevření.
571000	574000	A ještě se zeptám, jaká je dlouhá doba,
574000	579000	nebo lhuta na zpracování prakticky toho našeho návrhu,
579000	591000	který byl podán toho 24. dubna 26 podatelnou na magistrát města Zlína.
591000	594000	Jak jsem vám teďka řekl, já předpokládám, a můžeme to prověřit,
594000	599000	že vám v termínu bylo odpovězeno na to, na co jste událi ten podnět,
599000	605000	což ale neznamená, že je na to zpracována projektová dokumentace či cokoliv dalšího.
605000	608000	To znamená, předpokládám, že odpověď vám došla,
608000	613000	ale v jakém stavu je řešení těch vašich návrhů,
613000	616000	tak to je věc druhá a to vám nedokážu říct.
616000	618000	Nepřišla mě odpověď.
620000	624000	Já mám před sebou odpověď ze dne 10.4.2026,
624000	629000	kterou vám zasílal odbor dopravy. Bylo to k vystoupení 26. března.
629000	634000	A dohledáme samozřejmě ještě ty další věci.
634000	641000	Na základě té odpovědi z 10.4. byl zpracován ten návrh,
641000	647000	sepsány všechny souhlasné listiny, vypracován projekt
647000	652000	a 24. dubna byl podán na podatelnu magistrátu.
652000	655000	Takže to už je vlastně...
655000	657000	Rozumím tomu.
657000	662000	Písemně vám odpovíme a zjistíme ten stav projednávané věci.
662000	666000	A jsou tam nějaké lhuty, když podáte něco na magistrát?
666000	668000	Určitě jsou.
668000	669000	A jaké?
669000	673000	S většinou na podání odreagujeme do 30 dnů.
673000	675000	Je to složitější záležitost do 60.
675000	679000	Vyžadu-li to například různé projektové práce a tak dále,
679000	683000	tak minimálně ta informace, že ty práce jsou zadány, by vám měla přijít.
683000	686000	Prověříme to a odpovíme vám.
686000	687000	Děkuji.
687000	689000	Já děkuji.
689000	701000	Posledním vystupujícím je pan, ještě pardon, jestli chce reagovat pan Čížek.
701000	707000	Takže poprosím posledního vystupujícího pana Zvoníčka.
707000	710000	Jenom, pane Zvoníče, chci upozornit, že to je online přenos ven,
710000	713000	tak nepoužívat nějaké osobní data.
713000	714000	Děkuji vám moc.
714000	715000	Děkuji.
715000	722000	Můj příspěvek a prozba se týká obnovení uživatelského nájmu bytu ve Zlíně,
722000	732000	ke kterémž nedošlo z důvodu mého velmi těžkého a komplikovaného úrazu a operace ruky,
732000	735000	když jsem se ocitl nesoběstačným a nesabostatným.
735000	740000	A také kvůli dlouhodobé diagnóze depresií, kterým tepím.
740000	744000	Obrátil jsem se s touto prozbou na pana radního Jiřího Robénka
744000	749000	a zde cituji aspoň část tohoto dopisu.
749000	755000	Odvolávám se proti usnesení rady města Zlína, číslo 23.9.R. 2006,
755000	760000	ze dne 11.05.26, kterým rada schválila neprodložení smlouvy o nájmu bytu,
760000	764000	číslo 626 v bytovém domě na ulici Středova,
764000	770000	4786, kterou jsem uzavřel statutální městen Zlín jakožto pro najímatelem.
770000	773000	Navrhuji uzavření prodlužující nájemní smlouvy.
773000	779000	V průběhu jejíž platnosti si bude moci město Zlín jakýmikoliv způsobem opakovaně ověřit,
779000	785000	Užívám řádně, nájem neplatím řádně a včas a veškeré povinnosti nájemní se si plním jak nejlépe mohu.
785000	791000	Oduvodnění. V čase mého předpokládaného pobytu v bytě a v čase předpokládaného plnění řádných povinností nájemníka,
791000	796000	jsem se po těžkém pracovním úrazu z ruky spojeném s komplikovanou operací,
796000	802000	což je doleženo lékařskými zprávami vlastně přiloženými k této žádosti,
802000	809000	pro své omezení v hybnosti a soběstačnosti v bytě vůbec nezdržoval a o povinnosti si neplně jak vyřádně měl.
809000	815000	Týkalo se to například i opožděné platby inkasa a stejně jako domluvený posun termínu výměry vodoměrů.
815000	823000	Přestože za uvedené skutečnosti mohl prokazatelně můj zdravotní stav a za způsobené nepříjemnosti se velmi omlouvám
823000	830000	a svého nekonání ve věci velmi lituji, aby se již v budoucnu jakákoliv ze zde uvedených i neuvedených chyb neopakovala.
830000	835000	Založil jsem si ve svých 53 letech po projezd v životě svůj bankovní účet.
835000	842000	Z tohoto účtu jsem provedl trvalý platební příkaz ve výši 6588 Kč měsíčně.
842000	846000	Trvalý příkaz jsem provedl i v příjmové kapitole účtu a to od svého zaměstnavatele.
846000	849000	Mám zkrácený pracovní úvazek fyzioterapeuta.
849000	855000	Prohlášení od paní ředitelky je přílohou i od České správy sociálního zabezpečení,
855000	858000	kde jsem měl celkem nevyzvednutých 11 částek.
858000	861000	Byl jsem rodič, ponoukal napsat prohlášení, že v jejich domě v Brumově bylnice
861000	864000	budu pobývat pouze o víkendových rehabilitačních návštěvách
864000	867000	a pod zbytek týdne se budu zdržovat ve svém pronajímaném bytu ve Zlíně,
867000	873000	aby došlo k mé těsnější socializaci a v městě samotném nezávisném způsobu života.
873000	878000	Na základě mnou doložený skutečností proto žádám Radu města Zlína o přehodnocení rozhodnutí
878000	882000	vedoucího usnesení, které nezohlednilo ani můj dlouhodobý natož akutní krátkodobí
882000	884000	přes jedno trvající zdravotní stav.
884000	888000	Neprodloužení nájmí smlou vypovažuji a to, přestože jsem si vědom své nedůzlednosti
888000	892000	a chybného nejednání nespojeného s alespoň dostatečním vysvětlení všech pokolností
892000	896000	za příliš tvrdého patření vůči člověku, který má řadu vážných zdravotních i život
896000	900000	značně tělesně, psychicky a sociálně omezujících diagnoz.
900000	904000	Pokorňu vás, vážení radní, proto všechny prosím i zastupitele,
904000	908000	abyste vše znovu zvážili a po doloženém seznámení s mojí zdravotní, psychickou, sociální situací
908000	910000	mě nechali v bytě bydlet.
910000	916000	Za vaši schový vazost, slitování se a pochopení vám děkuji. Děkuji moc.
918000	924000	Děkuji vám za dodržení časového limitu. Vaším případem se bude zabývat Rda na svém dalším jednání.
924000	931000	To je poslední vystupující k bodu vystoupení občanů a předávám zpět slovo panu primátorovi.
931000	938000	Moc děkuji všem občanům, kteří došli dneska na zastupitelstvo. Děkuji za jejich podněty.
938000	945000	Budeme pokračovat v jednání zastupitelstva. To znamená dalším bodem je schvální programu.
945000	950000	Včera vám byl uvolněn doplněný návrh programu o jeden materiál, takzvaně na stůl.
950000	956000	Jedná se o novou obecně závazné vyhlášky, ve které se upravuje pouze datum konání akce.
956000	962000	Všechny materiály jste obdrželi v elektronické podobě a v programu jsou čislovány tak, jak byly dodatečně zařazeny.
962000	968000	Znamená někdo k navrženému programu připomínky či doplňky?
968000	972000	Není tomu tak, prosím pojďme a slovat program tak, jak vám byl zaslán.
984000	990000	Pro 37. Program dnešního zasedání byl přijat.
990000	996000	Pokračme je tedy bodem číslo čtyři, což je zpráva o činnosti finančního výboru.
996000	1001000	Chtěl bych se zeptat k tomu, jestli má někdo nějaké dotazy k této zprávě.
1001000	1004000	Poprosím náměstka Mirka Chalánka.
1004000	1009000	Děkuji za slovo, pane primátore. Hezké ráno.
1009000	1014000	Nevím, jestli budou nějaké připomínky k práci finančního výboru, ale já si dovolím,
1014000	1019000	protože jsem čtyři roky docházel na finanční výbor s titulu hosta
1019000	1024000	a referoval jsem vlastně o věcech ekonomických, které se tam probíraly
1024000	1031000	a které jsme diskutovali, ať už k rozpočtu nebo k jednotlivým finančním operacím,
1031000	1035000	který jsme dělali, tak bych všem členům chtěl poděkovat za ty čtyři roky
1035000	1041000	té spolupráce, jak opozičním, tak koaličním, protože myslím si,
1041000	1048000	že jsme si zachovávali věcnost a používali jsme argumenty a čísla.
1048000	1052000	Myslím si, že to prostředí, které jsme pracovali, bylo opravdu konstruktivní,
1052000	1057000	tak za to chci poděkovat všem, kteří ty čtyři roky věnovali svůj čas a energii,
1057000	1060000	práci ve finančním výboru. Děkuji.
1061000	1064000	Mocka děkuji. Já se učitě připojuji k tomu poděkování,
1064000	1067000	ale já to vezmu potom globálně, předpokládám,
1067000	1070000	s posledním zastupitelstvou, které proběhne v září,
1070000	1076000	protože věřím tomu, že budeme pokračovat i nadále, ať už v komisích, tak ve výborech,
1076000	1079000	tak i na zastupitelstvu v té konstruktivní věstné debatě
1079000	1083000	bez nějakých politických přísluš, jako nějakých politických handrkování,
1083000	1086000	které samozřejmě s vidícími se volbami se vždycky hotoví zabízí,
1086000	1093000	ale stále tomu tak není. Takže za to děkuji už předem a předám na slovo panu Dudákovi.
1095000	1099000	Dobré dopoledne, dámy a pánové. Pane primátora, děkuji za slovo.
1099000	1105000	Volby se blíží, já jsem nejméně aktivní člen, tak si dovolím využít této situace,
1105000	1109000	abych také poděkoval za to, jak funguje finanční výbor,
1109000	1113000	už jsem také členým jak pan Chalánek a další kolegové.
1113000	1118000	Nicméně teď vážně, vážím si toho konstruktivního přístupu,
1118000	1123000	jakékoliv informace nám, pokud nám chybí nebo jsou požadovány,
1123000	1129000	tak nám to úřad ve výborné podobě a kvalitě
1129000	1132000	v nejkračším možném terminu předloží.
1133000	1137000	A za tuto aktivitu a práci děkuji.
1137000	1142000	Jen bych upozornil, že myslím si, že to dřív nebylo zvykem,
1142000	1146000	že nám na finanční výbor chodí podměty občanů
1146000	1151000	na nějaké konkrétní věci. Teď řešíme parkovací dům,
1151000	1158000	vedle plaveckého stadionu a také transparentnost parkovacího režimu.
1158000	1164000	My jsme finanční výbor, který kontroluje nebo dozoruje
1164000	1167000	především finance, nejsme kontrolní výbor,
1167000	1171000	tak by možná bylo dobré, kdybychom na stránkách města
1171000	1177000	lépe definovali, jaké jsou role jednotlivých orgánů
1177000	1184000	nebo výborů za tento podmět. Jenom bych se přimlouval. Děkuji.
1184000	1189000	Moc chrát děkuji za ten podmět. My jsme to samozřejmě řešili i v rámci
1189000	1193000	po tom, co ten dopis došel, protože tam bylo jmenovitě napsáno přímo,
1193000	1195000	že to má být na kontrolní i na finanční výbor. Tím pádem
1195000	1199000	i z pozice toho dopisu nemám jen možnost, než to na finanční výbor
1199000	1203000	předložit, kdy finanční výbor má tu možnost zareagovat tím,
1203000	1210000	že to není obsahem jeho náplně práce a tím pádem se tím zabývat nebude.
1210000	1216000	Ale prakticky mi zase pokud občan napíše, že to máme na ty jednotlivé orgány
1216000	1220000	předložit, tak my máme povinnost to tam předat.
1220000	1223000	Ale určitě to můžeme více zpustit vyspecifikovat na těch stránkách,
1223000	1227000	ať každý rozumí tomu, co jednotlivé komise nebo ty výbory řeší,
1227000	1232000	aby to zbytečně neposílali někam, kam to vlastně nemá smysl.
1233000	1237000	Poprosím, jestli má někdo něco dalšího výboru číslo 4.
1237000	1241000	Není tomu tak, pojďme tedy prosím hlasovat materiál číslo 4.
1253000	1258000	Pro materiál číslo 4 byl přijat, pro 39.
1258000	1262000	Tento materiál jsme brali na vědomí.
1262000	1268000	Materiál číslo 5 je závěrečný účet, to znamená,
1268000	1272000	máme tu sepsáno, jak jsme teda dopadli za rok 2025,
1272000	1274000	což jsme už ty predikce vám sdělovali,
1274000	1276000	už předem, ale poprosím se řejmě
1276000	1280000	náměstka Jirka Chalánka, aby vám uvedl tento bod.
1280000	1282000	Děkuji za slovo, pane primátore.
1282000	1285000	Já si dovolím, protože vždycky jsme o tom debatovali,
1285000	1287000	tak dáme určitě prostor v debatě,
1287000	1292000	nicméně možná na ten úvod bych řekl pár takových dat,
1292000	1296000	které považuji za důležitý, aby tedy zazněli z titulu
1296000	1298000	hospodaření roku 2025.
1298000	1304000	Čili začneme celkové přijmí 2 miliardy 864 milionů,
1304000	1309000	celkové výdaje 2 miliardy 969,
1309000	1315000	čili víc jsme konstruovali rozpočet jako přebytkový,
1315000	1319000	nakonec skončil schodkový 105 milionů.
1321000	1324000	V rámci těch 105 milionů je potřeba říct,
1324000	1327000	čím jsme ho vyrovnali.
1327000	1330000	Vyrovnali jsme ho přebytkem z minulých let,
1330000	1332000	to znamená zapojili jsme do rozpočtu peníze,
1332000	1338000	které jsme si řečeno terminologií finanční ušetřili,
1338000	1343000	z roku 2024, 2024 a 2023.
1343000	1348000	Ten celkový deficit 105 milionů
1348000	1355000	byl částečně tvořený i rozdílem na revolvingovém účtě,
1355000	1362000	to znamená, že revolvingový účet používáme pro financování dotací
1362000	1366000	a ten rok dopadl tak, že jsme více předfinancovali,
1366000	1371000	než nám na to potom jako ty dotace chodili.
1371000	1375000	Má to logiku, protože většina těch dotací je ex post,
1375000	1381000	to znamená, že nechodí průběžně, chybí po, ale chodí po zúčtování.
1381000	1388000	Takže celkový ten deficit na tom nebo rozdíl na tom účtu je 14 milionů,
1388000	1393000	takže ty teoreticky můžeme z toho trošku jako bokem,
1393000	1395000	protože oni v čase přijdou.
1395000	1401000	Čili celkový ten deficit, který potřebujeme vykrýzt z toho přebytku minulých let,
1401000	1404000	je 93 milionů.
1404000	1410000	Jedno číslo, o kterém se bavíme a které bude do budoucna hodně důležité,
1410000	1411000	to je rozpočtová odpovědnost.
1411000	1419000	V současné době podíl dluhu průměrů příjmu za poslední čtyři roky je 21%.
1419000	1431000	To znamená, že my tam 21% je ten poměr dlouhodobých závazků či příjmu za poslední čtyři roky průměru.
1431000	1435000	Takže je to číslo pro nás v tuto chvíli příznivé, ale je potřeba říct,
1435000	1441000	že zatím, byť jsme schvalovali v letošním roce, protože jsme v letošním roce schvalovali,
1441000	1453000	určitě si vzpomínáte úvěr na vykrytí ITI ve výši 1,1 miliardy, tak ten tam ještě započítaný není.
1453000	1461000	Čili to číslo bude určitě v průběhu let, už v letošním roce zapojujeme ten úvěr,
1461000	1467000	to znamená, že se bude zvyšovat, ale i tak při té částce 1,1 miliardy
1467000	1473000	nepočítáme, že bychom jaksi překročili tu hranici toho bezpečného,
1473000	1480000	těch bezpečných rozdílů mezi výšidlu a průměru příjmu za poslední čtyři roky 60%.
1480000	1486000	Těch věcí, které bych tady chtěl zmínit, je potom samozřejmě
1486000	1492000	každý rok je povinnost, aby závěrečný účet prošel auditem,
1492000	1498000	to znamená, že auditovaný zpráva o výsledku přeskoumání o spodaření je přílohou
1498000	1503000	vlastně toho závěrečnému účtu nebo nedílnou součástí toho účtu.
1503000	1511000	Já si myslím, že z titulu toho přeskoumání jsou vlastně tři důležité vyjádření auditora.
1511000	1518000	To je vyjádření k souladu hospodaření z hledisky přeskoumání hospodaření.
1518000	1523000	Potom druhá kategorie je vyjádření ohledně chyb a nedostatku.
1523000	1528000	Tam je konstatování auditora, že nezjistil žádné chyby a nedostatky.
1528000	1533000	A potom ta třetí skupina se týká upozornění na případná rizika,
1533000	1538000	čili tam je výrok auditora, že nebyla zjištěna žádná rizika.
1538000	1542000	Řekl bych, že co se týče procesného vedení toho rozpočtu a víte sami,
1542000	1546000	že těch položek za ten rok se nás čítá v různých kategoriích,
1546000	1550000	že ten fokus, čeho se ten rozpočet týká, je opravdu široký.
1550000	1556000	Tak si myslím, že to je hodnocení, které je pro nás určitě hodně dobré.
1556000	1564000	Vykazuje jakousi kvalitu nebo ukazuje kvalitu ekonomického oddělení,
1564000	1568000	které jsou ten rozpočet samozřejmě zjistka těch procesních věcí stará,
1568000	1570000	tak aby všechno bylo tak, jak má být.
1570000	1575000	Samozřejmě, jestli máme deficit nebo přebytek, to už je naše rozhodnutí.
1575000	1581000	Nicméně já bych chtěl poděkovat ekonomickému odboru a paní Holcové
1581000	1589000	speciálně za to, jak vlastně se s těmi, s tím rozpočtem pereje
1589000	1593000	a jak jsme schopni reagovat nebo jak hlavně ekonomického oddělení
1593000	1597000	a hlavně ekonomického oddělení je schopno reagovat i nějaké zákonné změny
1597000	1603000	a různé věci, které se během průběhu roku mění,
1603000	1608000	že nakonec opravdu se dá spolehnout na to,
1608000	1612000	že to bude zaučtované všechno tak, jak to má být.
1612000	1618000	Dřív to hodnocení bylo, dávalo se A, B, C,
1618000	1623000	dneska jsou tři výroky ohledně toho rozpočtu,
1623000	1629000	takže já si myslím, že dlouhodobě ekonomický odbor funguje
1629000	1634000	získat té zprávy toho rozpočtu a je na něho spoleh,
1634000	1637000	což je dobrá zpráva, když už jsme tady zmiňovali ty volby do budoucna,
1637000	1641000	že ať už ten rozpočet se stavuje a bude s ním pracovat kdokoliv,
1641000	1646000	tak se na ekonomický odbor může spolehnout a to je hodně dobrá zpráva.
1646000	1652000	Takže paní Holco, ještě jednou děkuji a zadám vám prostě z diskuzi.
1655000	1658000	Dobrá, moc děkuji za ten úvod a poprosím pana Dudáka,
1658000	1660000	který se hlásí do diskuze k tomuto bodu.
1660000	1665000	Děkuji za slovo. Z naší stranu také velké poděkování
1665000	1669000	ekonomickému odboru i tomu vedení pana Chalánka.
1669000	1674000	Otevřeně říct, že jsme v tomto volebním období v tom získali
1674000	1682000	i díky vašemu přístupu daleko větší vhled a schopnost ty věci rozlišovat a pochopit.
1682000	1685000	My za naše hnutí budeme hlasovat pro,
1685000	1692000	ale řeknu otevřeně, my schvalujeme správnost a formálnost tohoto dokumentu.
1692000	1699000	Nikoliv, že se stotužněme se všemi náklady a projekty a investičními akcemi,
1699000	1703000	které jsou samozřejmě obsahou náplně tohoto rozpočtu.
1703000	1708000	Tak to jenom pro naše příznivce musím převést na pravou míru. Děkuji.
1708000	1710000	Děkuji.
1710000	1714000	Děkuji za to poděkování.
1714000	1718000	Myslím si, že opravdu ekonomický odbor tady dlouhé roky odvádí velice dobrou práci,
1718000	1722000	což opravdu to hodnocení to potvrzuje.
1722000	1726000	Poprosím Kateřinu Francovou.
1726000	1729000	Dobré, dopoledne všem.
1729000	1733000	Za nás my se závěrečným účtem za zaučtování,
1733000	1738000	za tou technickou stránkou, s tou technickou stránkou také souhlasíme,
1738000	1742000	ale v ní máme to takové vystavení vysvědčení městu.
1742000	1747000	Vadí nám, že přesto, že se vybralo rekordní množství peněz na daních,
1747000	1750000	tak hospodaříme s jakýmsi dluhem.
1750000	1756000	Žijeme nad poměry, máme tam 113 tisíc navýšený dluh.
1756000	1760000	To, co nám dále vadí a možná i to je...
1763000	1766000	113 milionů, pardon, děkuji, děkuji.
1766000	1768000	To by bylo krásné, 113 tisíc.
1770000	1774000	Co nám vadí, tak nám, jako druhý bod nám vadí,
1774000	1777000	že běžné výdaje byly loni vyšší než příjmy města.
1777000	1779500	Tím pádem se muselo sáhnout do úspor.
1780000	1786000	A třetí bod, který vnímáme jako takový poměrně velký problém a viditelný
1786000	1792000	a tahne se delší dobu, je to otázka investičních výdajů,
1792000	1796000	protože pokud se podíváme na to, co bylo naplánované a co se skutečně
1796000	1802000	proinvestovalo, tak jenom v roce 2022 bylo proinvestováno 95%,
1802000	1812000	v roce 2023 43% pouze, v roce 2024 44% a v letošním roce, nebo v roce 25 pouze 51%.
1812000	1818000	Což nás trošku trápí, je to výsledek toho, že v podstatě se nedotahují investice,
1818000	1820000	které byly naplánované.
1820000	1826000	A to se nám jako úplně nelíbí. Tady z hlediska vystavení, vysvědčení
1826000	1831000	nejsme spokojeni, protože to svědčí o tom, že sice plány jsou hezké,
1831000	1836000	ale nezvládá se to proinvestovat. Takže s tímto my nesouhlasíme
1836000	1839000	a trápí nás tady toto.
1843000	1848000	Dobře. Prakticky se podíváte na dlouhodobý stav asi za posledních 15 let,
1848000	1853000	když si vezmete, tak co se týká proinvestovanosti, tak za doby
1854000	1858000	nebudu řešit koho, byla například 30%, 35% byla jeden rok.
1858000	1861000	Ale prakticky já se toto vůbec nechci vůbec vracet,
1861000	1864000	protože to si tady hážeme horký brambor zleva doprava a říkám,
1864000	1868000	prakticky je to ten stav, který je jako reálný.
1868000	1871000	To znamená, máte naplánovány investice.
1872000	1875000	To, že máte pro investované 50%, neznamená,
1875000	1878000	že ty investice se nezrealizují. Znamená to to,
1878000	1882000	že například ta příprava trvá něco déle a přesuní se do dalšího roku.
1882000	1886000	Takhle se to posunuje více z roku na rok a pokud neděláte projekty
1886000	1890000	ve stylu oprav chodníků, které jste schopni udělat víceméně,
1890000	1895000	nechci s obratem, ale relativně rychle a s vámi říkám o opravách lokálních,
1895000	1900000	nikoli o stavbách, tak v tu danou chvíli ty procesy prostě trvají.
1900000	1904000	To je to stejné, jako se bavíte, že velké kino nachystat trvalo 10 let.
1904000	1909000	Myslím si, že asi nikdo nečekal, že od doby zahájení výběrového řízení na soutěž,
1909000	1912000	na architekta a všechno ostatní, že to bude trvat 10 let a prostě výsledek je ten.
1912000	1914000	A výsledek prostě tady tento je, bohužel,
1914000	1917000	protože ty procesy jsou někdy další, než sami chceme.
1917000	1922000	Stejně tak povolovací proces, bohužel vnímáme všichni, co se děje v rámci povolovacích procesů,
1922000	1928000	takže za sebe si také, jako řeknu, nemyslím, že bych měl radost z toho,
1928000	1932000	že jsme někdy třeba na těch 50, 60 procentech.
1932000	1938000	Na druhou stranu je potřeba říci, že je ten stav, že ty projekty se dotahují.
1938000	1944000	Není pravdou, že by se nedotahovaly, jenom to prostě bohužel někdy trvá déle, než se čeká.
1944000	1949000	A to pak způsobí to, že samozřejmě v rámci toho přesunu z roku na rok
1949000	1952000	se ty částky prostě nenaplní tak, jak by měly.
1952000	1958000	To znamená, ve chvíli, kdy například stavba je započatá,
1958000	1963000	to znamená víceméně byly finance alokovány na celou stavbu,
1963000	1967000	stavba se vysoutěžila, podepsala se splouva a stavba probíhá,
1967000	1971000	tak vy z roku na rok potom přesunujete finanční prostředky.
1971000	1978000	Tím pádem ty finanční prostředky, které se nevyplatily tomu zhotovitelu,
1978000	1982000	protože ještě to nebylo hotové,
1982000	1984000	tak to danouky se převádí z roku na rok,
1984000	1986000	ale samozřejmě v tom účtu to potom je dáno,
1986000	1990000	že těch 50 prostě vícem to vpadá z toho původního plánu.
1990000	1995000	Takže za sebe ano, všichni bychom byli rádi,
1995000	1997000	kdyby ty věci se dali dělat rychleji,
1997000	2001000	to určitě asi bychom si přáli všichni.
2001000	2005000	Bohužel jsme prostě v systému, který nám tady zákonodáci dali,
2005000	2007000	a ty pohlovací procesy trvají, jak trvají.
2007000	2012000	Někdy máme samozřejmě problém se soutěžemi skrze různé zakázky,
2012000	2016000	že někteří dodavatelé dávají své k úhosů a podobně,
2016000	2018000	a opakujete ta výběrová řízení.
2018000	2019000	To znamená, není to ani o tom,
2019000	2022000	že když už máte stavební povolnit, že máte vyhráno,
2022000	2027000	jsou tu zakázky zcela otevřeně, které soutěžíme rok,
2027000	2029000	a ještě nemáme dodavatelé,
2029000	2031000	protože to soutěžíme více než na třikrát.
2031000	2034000	Vzhledem k tomu, že se ti dodavatelé mezi sebou různě napadají
2034000	2036000	u různých institucí.
2036000	2040000	Takže dotahování těch věcí je samozřejmě to,
2040000	2042000	co si myslím, že se tady daří.
2042000	2045000	Určitě není o tom, že bychom nedotahovali věci,
2045000	2048000	a jenom prostě bohužel ty hluty, které jsou,
2048000	2050000	a ty zákony, které jsou,
2050000	2052000	tak nám prostě dávají ty možnosti, které máme,
2052000	2056000	a já si myslím, že ty projekty, které v současné době se soutěží
2056000	2058000	nebo jsou již podepsané,
2058000	2060000	tak si myslím, že jsou jasným důkazem toho,
2060000	2062000	že ty věci se po mnoha letech,
